fips,cases,county,date,state,pop,omb13cbsa,metro_area,county_bridge,smsa
01001,74,Autauga,2020-05-10,Alabama,55869,33860,"Montgomery, AL",Autauga County ,5240
01007,46,Bibb,2020-05-10,Alabama,22394,13820,"Birmingham-Hoover, AL",Bibb County ,
01009,44,Blount,2020-05-10,Alabama,57826,13820,"Birmingham-Hoover, AL", Blount County ,
01021,65,Chilton,2020-05-10,Alabama,44428,13820,"Birmingham-Hoover, AL", Chilton County ,
01051,150,Elmore,2020-05-10,Alabama,81209,33860,"Montgomery, AL", Elmore County ,5240
01073,1121,Jefferson,2020-05-10,Alabama,658573,13820,"Birmingham-Hoover, AL", Jefferson County ,
01085,99,Lowndes,2020-05-10,Alabama,9726,33860,"Montgomery, AL", Lowndes County ,5240
01097,1461,Mobile,2020-05-10,Alabama,413210,33660,"Mobile, AL",Mobile County ,5160
01101,608,Montgomery,2020-05-10,Alabama,226486,33860,"Montgomery, AL", Montgomery County ,5240
01115,82,St. Clair,2020-05-10,Alabama,89512,13820,"Birmingham-Hoover, AL", St. Clair County ,
01117,367,Shelby,2020-05-10,Alabama,217702,13820,"Birmingham-Hoover, AL", Shelby County ,
01127,106,Walker,2020-05-10,Alabama,63521,13820,"Birmingham-Hoover, AL", Walker County ,
04013,5827,Maricopa,2020-05-10,Arizona,4485414,38060,"Phoenix-Mesa-Glendale, AZ",Maricopa County ,
04019,1585,Pima,2020-05-10,Arizona,1047279,46060,"Tucson, AZ",Pima County ,8520
04021,600,Pinal,2020-05-10,Arizona,462789,38060,"Phoenix-Mesa-Glendale, AZ", Pinal County ,
05035,210,Crittenden,2020-05-10,Arkansas,47955,32820,"Memphis, TN-MS-AR",Crittenden County ,
05045,82,Faulkner,2020-05-10,Arkansas,126007,30780,"Little Rock-North Little Rock-Conway, AR",Faulkner County ,4400
05053,15,Grant,2020-05-10,Arkansas,18265,30780,"Little Rock-North Little Rock-Conway, AR", Grant County ,4400
05085,45,Lonoke,2020-05-10,Arkansas,73309,30780,"Little Rock-North Little Rock-Conway, AR", Lonoke County ,4400
05105,8,Perry,2020-05-10,Arkansas,10455,30780,"Little Rock-North Little Rock-Conway, AR", Perry County ,4400
05119,627,Pulaski,2020-05-10,Arkansas,391911,30780,"Little Rock-North Little Rock-Conway, AR", Pulaski County ,4400
05125,73,Saline,2020-05-10,Arkansas,122437,30780,"Little Rock-North Little Rock-Conway, AR", Saline County ,4400
06001,2085,Alameda,2020-05-10,California,1671329,41860,"San Francisco-Oakland-Fremont, CA",Alameda County ,
06013,1048,Contra Costa,2020-05-10,California,1153526,41860,"San Francisco-Oakland-Fremont, CA", Contra Costa County ,
06017,54,El Dorado,2020-05-10,California,192843,40900,"Sacramento--Arden-Arcade--Roseville, CA",El Dorado County ,6920
06019,885,Fresno,2020-05-10,California,999101,23420,"Fresno, CA",Fresno County ,2840
06029,1264,Kern,2020-05-10,California,900202,12540,"Bakersfield-Delano, CA",Kern County ,0680
06037,31677,Los Angeles,2020-05-10,California,10039107,31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County ,
06041,261,Marin,2020-05-10,California,258826,41860,"San Francisco-Oakland-Fremont, CA", Marin County ,
06053,273,Monterey,2020-05-10,California,434061,41500,"Salinas, CA",Monterey County ,7120
06055,79,Napa,2020-05-10,California,137744,34900,"Napa, CA",Napa County ,8720
06059,3506,Orange,2020-05-10,California,3175692,31080,"Los Angeles-Long Beach-Anaheim, CA", Orange County ,
06061,169,Placer,2020-05-10,California,398329,40900,"Sacramento--Arden-Arcade--Roseville, CA", Placer County ,6920
06065,5039,Riverside,2020-05-10,California,2470546,40140,"Riverside-San Bernardino-Ontario, CA",Riverside County ,
06067,1166,Sacramento,2020-05-10,California,1552058,40900,"Sacramento--Arden-Arcade--Roseville, CA", Sacramento County ,6920
06069,55,San Benito,2020-05-10,California,62808,41940,"San Jose-Sunnyvale-Santa Clara, CA",San Benito County ,
06071,2964,San Bernardino,2020-05-10,California,2180085,40140,"Riverside-San Bernardino-Ontario, CA", San Bernardino County ,
06073,4989,San Diego,2020-05-10,California,3338330,41740,"San Diego-Carlsbad-San Marcos, CA",San Diego County ,7320
06075,1946,San Francisco,2020-05-10,California,881549,41860,"San Francisco-Oakland-Fremont, CA", San Francisco County ,
06077,612,San Joaquin,2020-05-10,California,762148,44700,"Stockton, CA",San Joaquin County ,8120
06081,1453,San Mateo,2020-05-10,California,766573,41860,"San Francisco-Oakland-Fremont, CA", San Mateo County ,
06083,1308,Santa Barbara,2020-05-10,California,446499,42060,"Santa Barbara-Santa Maria-Goleta, CA",Santa Barbara County ,7480
06085,2339,Santa Clara,2020-05-10,California,1927852,41940,"San Jose-Sunnyvale-Santa Clara, CA", Santa Clara County ,
06097,309,Sonoma,2020-05-10,California,494336,42220,"Santa Rosa-Petaluma, CA",Sonoma County ,7500
06099,501,Stanislaus,2020-05-10,California,550660,33700,"Modesto, CA",Stanislaus County ,5170
06111,679,Ventura,2020-05-10,California,846006,37100,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County ,6000
06113,173,Yolo,2020-05-10,California,220500,40900,"Sacramento--Arden-Arcade--Roseville, CA", Yolo County ,6920
08001,2242,Adams,2020-05-10,Colorado,517421,19740,"Denver-Aurora-Broomfield, CO",Adams County ,
08005,3272,Arapahoe,2020-05-10,Colorado,656590,19740,"Denver-Aurora-Broomfield, CO", Arapahoe County ,
08014,198,Broomfield,2020-05-10,Colorado,70465,19740,"Denver-Aurora-Broomfield, CO", Broomfield County ,
08019,14,Clear Creek,2020-05-10,Colorado,9700,19740,"Denver-Aurora-Broomfield, CO", Clear Creek County ,
08031,4070,Denver,2020-05-10,Colorado,727211,19740,"Denver-Aurora-Broomfield, CO", Denver County ,
08035,601,Douglas,2020-05-10,Colorado,351154,19740,"Denver-Aurora-Broomfield, CO", Douglas County ,
08039,39,Elbert,2020-05-10,Colorado,26729,19740,"Denver-Aurora-Broomfield, CO", Elbert County ,
08041,1124,El Paso,2020-05-10,Colorado,720403,17820,"Colorado Springs, CO",El Paso County ,1720
08047,3,Gilpin,2020-05-10,Colorado,6243,19740,"Denver-Aurora-Broomfield, CO", Gilpin County ,
08059,1649,Jefferson,2020-05-10,Colorado,582881,19740,"Denver-Aurora-Broomfield, CO", Jefferson County ,
08093,15,Park,2020-05-10,Colorado,18845,19740,"Denver-Aurora-Broomfield, CO", Park County ,
08119,31,Teller,2020-05-10,Colorado,25388,17820,"Colorado Springs, CO", Teller County ,1720
09001,13236,Fairfield,2020-05-10,Connecticut,943332,35300,"New Haven-Milford, CT", Fairfield County ,5480
09003,7263,Hartford,2020-05-10,Connecticut,891720,25540,"Hartford-West Hartford-East Hartford, CT",Hartford County ,3280
09005,1153,Litchfield,2020-05-10,Connecticut,180333,25540,"Hartford-West Hartford-East Hartford, CT", Litchfield County ,3280
09007,798,Middlesex,2020-05-10,Connecticut,162436,25540,"Hartford-West Hartford-East Hartford, CT", Middlesex County ,3280
09009,9209,New Haven,2020-05-10,Connecticut,854757,35300,"New Haven-Milford, CT",New Haven County ,5480
09013,543,Tolland,2020-05-10,Connecticut,150721,25540,"Hartford-West Hartford-East Hartford, CT", Tolland County ,3280
10003,2331,New Castle,2020-05-10,Delaware,558753,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County ,
11001,6272,District of Columbia,2020-05-10,District of Columbia,705749,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia ,
12009,328,Brevard,2020-05-10,Florida,601942,37340,"Palm Bay-Melbourne-Titusville, FL",Brevard County ,4900
12011,5858,Broward,2020-05-10,Florida,1952778,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County ,
12019,300,Clay,2020-05-10,Florida,219252,27260,"Jacksonville, FL",Clay County ,3600
12031,1164,Duval,2020-05-10,Florida,957755,27260,"Jacksonville, FL", Duval County ,3600
12033,638,Escambia,2020-05-10,Florida,318316,37860,"Pensacola-Ferry Pass-Brent, FL",Escambia County ,6080
12053,100,Hernando,2020-05-10,Florida,193920,45300,"Tampa-St. Petersburg-Clearwater, FL",Hernando County ,
12057,1432,Hillsborough,2020-05-10,Florida,1471968,45300,"Tampa-St. Petersburg-Clearwater, FL", Hillsborough County ,
12069,242,Lake,2020-05-10,Florida,367118,36740,"Orlando, FL",Lake County ,5960
12071,1267,Lee,2020-05-10,Florida,770577,15980,"Cape Coral-Fort Myers, FL",Lee County ,2700
12086,14006,Miami-Dade,2020-05-10,Florida,2716940,33100,"Miami-Fort Lauderdale-Pompano Beach, FL", Miami-Dade County ,
12089,60,Nassau,2020-05-10,Florida,88625,27260,"Jacksonville, FL", Nassau County ,3600
12095,1504,Orange,2020-05-10,Florida,1393452,36740,"Orlando, FL",  Orange County ,5960
12097,572,Osceola,2020-05-10,Florida,375751,36740,"Orlando, FL", Osceola County ,5960
12099,3868,Palm Beach,2020-05-10,Florida,1496770,33100,"Miami-Fort Lauderdale-Pompano Beach, FL", Palm Beach County ,
12101,297,Pasco,2020-05-10,Florida,553947,45300,"Tampa-St. Petersburg-Clearwater, FL", Pasco County ,
12103,861,Pinellas,2020-05-10,Florida,974996,45300,"Tampa-St. Petersburg-Clearwater, FL", Pinellas County ,
12105,636,Polk,2020-05-10,Florida,724777,29460,"Lakeland-Winter Haven, FL",Polk County ,3980
12109,222,St. Johns,2020-05-10,Florida,264672,27260,"Jacksonville, FL", St. Johns County ,3600
12113,173,Santa Rosa,2020-05-10,Florida,184313,37860,"Pensacola-Ferry Pass-Brent, FL", Santa Rosa County ,6080
12117,415,Seminole,2020-05-10,Florida,471826,36740,"Orlando, FL", Seminole County ,5960
12127,548,Volusia,2020-05-10,Florida,553284,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County ,2020
13013,193,Barrow,2020-05-10,Georgia,83240,12060,"Atlanta-Sandy Springs-Marietta, GA",Barrow County ,
13015,363,Bartow,2020-05-10,Georgia,107738,12060,"Atlanta-Sandy Springs-Marietta, GA", Bartow County ,
13033,107,Burke,2020-05-10,Georgia,22383,12260,"Augusta-Richmond County, GA-SC",Burke County ,0600
13035,180,Butts,2020-05-10,Georgia,24936,12060,"Atlanta-Sandy Springs-Marietta, GA", Butts County ,
13045,395,Carroll,2020-05-10,Georgia,119992,12060,"Atlanta-Sandy Springs-Marietta, GA", Carroll County ,
13047,53,Catoosa,2020-05-10,Georgia,67580,16860,"Chattanooga, TN-GA",Catoosa County ,1560
13057,609,Cherokee,2020-05-10,Georgia,258773,12060,"Atlanta-Sandy Springs-Marietta, GA", Cherokee County ,
13063,921,Clayton,2020-05-10,Georgia,292256,12060,"Atlanta-Sandy Springs-Marietta, GA", Clayton County ,
13067,2175,Cobb,2020-05-10,Georgia,760141,12060,"Atlanta-Sandy Springs-Marietta, GA", Cobb County ,
13073,183,Columbia,2020-05-10,Georgia,156714,12260,"Augusta-Richmond County, GA-SC", Columbia County ,0600
13077,276,Coweta,2020-05-10,Georgia,148509,12060,"Atlanta-Sandy Springs-Marietta, GA", Coweta County ,
13083,17,Dade,2020-05-10,Georgia,16116,16860,"Chattanooga, TN-GA", Dade County ,1560
13085,81,Dawson,2020-05-10,Georgia,26108,12060,"Atlanta-Sandy Springs-Marietta, GA", Dawson County ,
13089,2536,DeKalb,2020-05-10,Georgia,759297,12060,"Atlanta-Sandy Springs-Marietta, GA", DeKalb County ,
13097,414,Douglas,2020-05-10,Georgia,146343,12060,"Atlanta-Sandy Springs-Marietta, GA", Douglas County ,
13113,199,Fayette,2020-05-10,Georgia,114421,12060,"Atlanta-Sandy Springs-Marietta, GA", Fayette County ,
13117,388,Forsyth,2020-05-10,Georgia,244252,12060,"Atlanta-Sandy Springs-Marietta, GA", Forsyth County ,
13121,3509,Fulton,2020-05-10,Georgia,1063937,12060,"Atlanta-Sandy Springs-Marietta, GA", Fulton County ,
13135,2447,Gwinnett,2020-05-10,Georgia,936250,12060,"Atlanta-Sandy Springs-Marietta, GA", Gwinnett County ,
13143,32,Haralson,2020-05-10,Georgia,29792,12060,"Atlanta-Sandy Springs-Marietta, GA", Haralson County ,
13149,14,Heard,2020-05-10,Georgia,11923,12060,"Atlanta-Sandy Springs-Marietta, GA", Heard County ,
13151,604,Henry,2020-05-10,Georgia,234561,12060,"Atlanta-Sandy Springs-Marietta, GA", Henry County ,
13159,25,Jasper,2020-05-10,Georgia,14219,12060,"Atlanta-Sandy Springs-Marietta, GA", Jasper County ,
13171,40,Lamar,2020-05-10,Georgia,19077,12060,"Atlanta-Sandy Springs-Marietta, GA", Lamar County ,
13189,51,McDuffie,2020-05-10,Georgia,21312,12260,"Augusta-Richmond County, GA-SC", McDuffie County ,0600
13199,65,Meriwether,2020-05-10,Georgia,21167,12060,"Atlanta-Sandy Springs-Marietta, GA", Meriwether County ,
13217,258,Newton,2020-05-10,Georgia,111744,12060,"Atlanta-Sandy Springs-Marietta, GA", Newton County ,
13223,223,Paulding,2020-05-10,Georgia,168667,12060,"Atlanta-Sandy Springs-Marietta, GA", Paulding County ,
13227,33,Pickens,2020-05-10,Georgia,32591,12060,"Atlanta-Sandy Springs-Marietta, GA", Pickens County ,
13231,44,Pike,2020-05-10,Georgia,18962,12060,"Atlanta-Sandy Springs-Marietta, GA", Pike County ,
13245,447,Richmond,2020-05-10,Georgia,202518,12260,"Augusta-Richmond County, GA-SC", Richmond County ,0600
13247,239,Rockdale,2020-05-10,Georgia,90896,12060,"Atlanta-Sandy Springs-Marietta, GA", Rockdale County ,
13255,235,Spalding,2020-05-10,Georgia,66703,12060,"Atlanta-Sandy Springs-Marietta, GA", Spalding County ,
13295,65,Walker,2020-05-10,Georgia,69761,16860,"Chattanooga, TN-GA", Walker County ,1560
13297,152,Walton,2020-05-10,Georgia,94593,12060,"Atlanta-Sandy Springs-Marietta, GA", Walton County ,
15003,408,Honolulu,2020-05-10,Hawaii,974563,26180,"Honolulu, HI",Honolulu County ,3320
17005,8,Bond,2020-05-10,Illinois,16426,41180,"St. Louis, MO-IL",Bond County ,7040
17007,193,Boone,2020-05-10,Illinois,53544,40420,"Rockford, IL",Boone County ,6880
17013,1,Calhoun,2020-05-10,Illinois,4739,41180,"St. Louis, MO-IL", Calhoun County ,7040
17027,126,Clinton,2020-05-10,Illinois,37562,41180,"St. Louis, MO-IL", Clinton County ,7040
17031,52655,Cook,2020-05-10,Illinois,5150233,16980,"Chicago-Joliet-Naperville, IL-IN-WI",Cook County ,
17037,177,DeKalb,2020-05-10,Illinois,104897,16980,"Chicago-Joliet-Naperville, IL-IN-WI", DeKalb County ,
17043,4603,DuPage,2020-05-10,Illinois,922921,16980,"Chicago-Joliet-Naperville, IL-IN-WI", DuPage County ,
17063,58,Grundy,2020-05-10,Illinois,51054,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Grundy County ,
17073,58,Henry,2020-05-10,Illinois,48913,19340,"Davenport-Moline-Rock Island, IA-IL",Henry County ,1960
17083,17,Jersey,2020-05-10,Illinois,21773,41180,"St. Louis, MO-IL", Jersey County ,7040
17089,3003,Kane,2020-05-10,Illinois,532403,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Kane County ,
17093,421,Kendall,2020-05-10,Illinois,128990,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Kendall County ,
17097,5245,Lake,2020-05-10,Illinois,696535,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Lake County ,
17111,945,McHenry,2020-05-10,Illinois,307774,16980,"Chicago-Joliet-Naperville, IL-IN-WI", McHenry County ,
17117,38,Macoupin,2020-05-10,Illinois,44926,41180,"St. Louis, MO-IL", Macoupin County ,7040
17119,427,Madison,2020-05-10,Illinois,262966,41180,"St. Louis, MO-IL", Madison County ,7040
17123,4,Marshall,2020-05-10,Illinois,11438,37900,"Peoria, IL",Marshall County ,6120
17131,12,Mercer,2020-05-10,Illinois,15437,19340,"Davenport-Moline-Rock Island, IA-IL", Mercer County ,1960
17133,79,Monroe,2020-05-10,Illinois,34637,41180,"St. Louis, MO-IL", Monroe County ,7040
17143,139,Peoria,2020-05-10,Illinois,179179,37900,"Peoria, IL", Peoria County ,6120
17161,515,Rock Island,2020-05-10,Illinois,141879,19340,"Davenport-Moline-Rock Island, IA-IL", Rock Island County ,1960
17163,711,St. Clair,2020-05-10,Illinois,259686,41180,"St. Louis, MO-IL", St. Clair County ,7040
17175,1,Stark,2020-05-10,Illinois,5342,37900,"Peoria, IL", Stark County ,6120
17179,59,Tazewell,2020-05-10,Illinois,131803,37900,"Peoria, IL", Tazewell County ,6120
17197,3684,Will,2020-05-10,Illinois,690743,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Will County ,
17201,917,Winnebago,2020-05-10,Illinois,282572,40420,"Rockford, IL", Winnebago County ,6880
17203,15,Woodford,2020-05-10,Illinois,38459,37900,"Peoria, IL", Woodford County ,6120
18003,821,Allen,2020-05-10,Indiana,379299,23060,"Fort Wayne, IN",Allen County ,2760
18011,237,Boone,2020-05-10,Indiana,67843,26900,"Indianapolis-Carmel, IN",Boone County ,3480
18013,26,Brown,2020-05-10,Indiana,15092,26900,"Indianapolis-Carmel, IN", Brown County ,3480
18019,382,Clark,2020-05-10,Indiana,118302,31140,"Louisville, KY-IN",Clark County ,4520
18029,150,Dearborn,2020-05-10,Indiana,49458,17140,"Cincinnati-Middletown, OH-KY-IN",Dearborn County ,
18043,233,Floyd,2020-05-10,Indiana,78522,31140,"Louisville, KY-IN", Floyd County ,4520
18047,107,Franklin,2020-05-10,Indiana,22758,17140,"Cincinnati-Middletown, OH-KY-IN", Franklin County ,
18051,8,Gibson,2020-05-10,Indiana,33659,21780,"Evansville, IN-KY",Gibson County ,2440
18057,935,Hamilton,2020-05-10,Indiana,338011,26900,"Indianapolis-Carmel, IN", Hamilton County ,3480
18059,266,Hancock,2020-05-10,Indiana,78168,26900,"Indianapolis-Carmel, IN", Hancock County ,3480
18061,158,Harrison,2020-05-10,Indiana,40515,31140,"Louisville, KY-IN", Harrison County ,4520
18063,976,Hendricks,2020-05-10,Indiana,170311,26900,"Indianapolis-Carmel, IN", Hendricks County ,3480
18073,40,Jasper,2020-05-10,Indiana,33562,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Jasper County ,
18081,822,Johnson,2020-05-10,Indiana,158167,26900,"Indianapolis-Carmel, IN", Johnson County ,3480
18089,2469,Lake,2020-05-10,Indiana,485493,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Lake County ,
18097,7405,Marion,2020-05-10,Indiana,964582,26900,"Indianapolis-Carmel, IN", Marion County ,3480
18109,200,Morgan,2020-05-10,Indiana,70489,26900,"Indianapolis-Carmel, IN", Morgan County ,3480
18111,66,Newton,2020-05-10,Indiana,13984,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Newton County ,
18115,9,Ohio,2020-05-10,Indiana,5875,17140,"Cincinnati-Middletown, OH-KY-IN", Ohio County ,
18127,320,Porter,2020-05-10,Indiana,170389,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Porter County ,
18129,15,Posey,2020-05-10,Indiana,25427,21780,"Evansville, IN-KY", Posey County ,2440
18133,89,Putnam,2020-05-10,Indiana,37576,26900,"Indianapolis-Carmel, IN", Putnam County ,3480
18145,325,Shelby,2020-05-10,Indiana,44729,26900,"Indianapolis-Carmel, IN", Shelby County ,3480
18163,185,Vanderburgh,2020-05-10,Indiana,181451,21780,"Evansville, IN-KY", Vanderburgh County ,2440
18173,123,Warrick,2020-05-10,Indiana,62998,21780,"Evansville, IN-KY", Warrick County ,2440
18175,48,Washington,2020-05-10,Indiana,28036,31140,"Louisville, KY-IN", Washington County ,4520
18179,10,Wells,2020-05-10,Indiana,28296,23060,"Fort Wayne, IN", Wells County ,2760
18183,22,Whitley,2020-05-10,Indiana,33964,23060,"Fort Wayne, IN", Whitley County ,2760
19049,676,Dallas,2020-05-10,Iowa,93453,19780,"Des Moines-West Des Moines, IA",Dallas County ,2120
19077,33,Guthrie,2020-05-10,Iowa,10689,19780,"Des Moines-West Des Moines, IA", Guthrie County ,2120
19085,17,Harrison,2020-05-10,Iowa,14049,36540,"Omaha-Council Bluffs, NE-IA",Harrison County ,5920
19121,11,Madison,2020-05-10,Iowa,16338,19780,"Des Moines-West Des Moines, IA", Madison County ,2120
19129,8,Mills,2020-05-10,Iowa,15109,36540,"Omaha-Council Bluffs, NE-IA", Mills County ,5920
19153,2238,Polk,2020-05-10,Iowa,490161,19780,"Des Moines-West Des Moines, IA", Polk County ,2120
19155,85,Pottawattamie,2020-05-10,Iowa,93206,36540,"Omaha-Council Bluffs, NE-IA", Pottawattamie County ,5920
19163,280,Scott,2020-05-10,Iowa,172943,19340,"Davenport-Moline-Rock Island, IA-IL", Scott County ,1960
19181,42,Warren,2020-05-10,Iowa,51466,19780,"Des Moines-West Des Moines, IA", Warren County ,2120
20015,17,Butler,2020-05-10,Kansas,66911,48620,"Wichita, KS",Butler County ,9040
20059,23,Franklin,2020-05-10,Kansas,25544,28140,"Kansas City, MO-KS",Franklin County ,
20079,10,Harvey,2020-05-10,Kansas,34429,48620,"Wichita, KS", Harvey County ,9040
20091,598,Johnson,2020-05-10,Kansas,602401,28140,"Kansas City, MO-KS", Johnson County ,
20103,920,Leavenworth,2020-05-10,Kansas,81758,28140,"Kansas City, MO-KS", Leavenworth County ,
20107,6,Linn,2020-05-10,Kansas,9703,28140,"Kansas City, MO-KS", Linn County ,
20121,6,Miami,2020-05-10,Kansas,34237,28140,"Kansas City, MO-KS", Miami County ,
20173,468,Sedgwick,2020-05-10,Kansas,516042,48620,"Wichita, KS", Sedgwick County ,9040
20191,4,Sumner,2020-05-10,Kansas,22836,48620,"Wichita, KS", Sumner County ,9040
20209,1110,Wyandotte,2020-05-10,Kansas,165429,28140,"Kansas City, MO-KS", Wyandotte County ,
21015,218,Boone,2020-05-10,Kentucky,133581,17140,"Cincinnati-Middletown, OH-KY-IN", Boone County ,
21017,8,Bourbon,2020-05-10,Kentucky,19788,30460,"Lexington-Fayette, KY",Bourbon County ,4280
21023,9,Bracken,2020-05-10,Kentucky,8303,17140,"Cincinnati-Middletown, OH-KY-IN", Bracken County ,
21029,82,Bullitt,2020-05-10,Kentucky,81676,31140,"Louisville, KY-IN", Bullitt County ,4520
21037,115,Campbell,2020-05-10,Kentucky,93584,17140,"Cincinnati-Middletown, OH-KY-IN", Campbell County ,
21049,20,Clark,2020-05-10,Kentucky,36263,30460,"Lexington-Fayette, KY", Clark County ,4280
21067,389,Fayette,2020-05-10,Kentucky,323152,30460,"Lexington-Fayette, KY", Fayette County ,4280
